unit_id,pair_id,coder_id,passage,universes,rank,status,identifica_mudanca,capacidades,capacidade_primaria,mf02,vazamento,acerto_motivo_errado
Connor|m23c-26eec04a8ca445538003a724b8db3363|C2|local-qwen3-8b|R1,Connor|m23c-26eec04a8ca445538003a724b8db3363|C2|local-qwen3-8b,codificador_2,1_cega,U1,bf95353d7452636518291e575c8f061884e51515e1a79ab2599a60e54f009c64,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
Connor|m23c-26eec04a8ca445538003a724b8db3363|C2|local-qwen3-8b|R1,Connor|m23c-26eec04a8ca445538003a724b8db3363|C2|local-qwen3-8b,codificador_2,2_nao_cega,U1,bf95353d7452636518291e575c8f061884e51515e1a79ab2599a60e54f009c64,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
Connor|m23c-26eec04a8ca445538003a724b8db3363|C2|remote-gpt-5-6-luna-openai|R1,Connor|m23c-26eec04a8ca445538003a724b8db3363|C2|remote-gpt-5-6-luna-openai,codificador_1,1_cega,U1,061ba164282095286af38e7351eed5c1e8ea59d81279282a4f8a4ebdef81e821,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
Connor|m23c-26eec04a8ca445538003a724b8db3363|C2|remote-gpt-5-6-luna-openai|R1,Connor|m23c-26eec04a8ca445538003a724b8db3363|C2|remote-gpt-5-6-luna-openai,codificador_1,2_nao_cega,U1,061ba164282095286af38e7351eed5c1e8ea59d81279282a4f8a4ebdef81e821,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
Connor|m23c-26eec04a8ca445538003a724b8db3363|C2|remote-gpt-5-6-luna-openai|R1,Connor|m23c-26eec04a8ca445538003a724b8db3363|C2|remote-gpt-5-6-luna-openai,codificador_2,1_cega,U1,061ba164282095286af38e7351eed5c1e8ea59d81279282a4f8a4ebdef81e821,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
Connor|m23c-26eec04a8ca445538003a724b8db3363|C2|remote-gpt-5-6-luna-openai|R1,Connor|m23c-26eec04a8ca445538003a724b8db3363|C2|remote-gpt-5-6-luna-openai,codificador_2,2_nao_cega,U1,061ba164282095286af38e7351eed5c1e8ea59d81279282a4f8a4ebdef81e821,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
Connor|m23c-26eec04a8ca445538003a724b8db3363|C2|remote-gpt-5-6-luna-openai|R2,Connor|m23c-26eec04a8ca445538003a724b8db3363|C2|remote-gpt-5-6-luna-openai,codificador_1,1_cega,U3,fd7b17e886b6c735ed045d6a0fc879a376bb49380e16463d83cb4d46590ca8c3,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
Connor|m23c-26eec04a8ca445538003a724b8db3363|C2|remote-gpt-5-6-luna-openai|R2,Connor|m23c-26eec04a8ca445538003a724b8db3363|C2|remote-gpt-5-6-luna-openai,codificador_1,2_nao_cega,U3,fd7b17e886b6c735ed045d6a0fc879a376bb49380e16463d83cb4d46590ca8c3,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
Connor|m23c-26eec04a8ca445538003a724b8db3363|C2|remote-gpt-5-6-luna-openai|R2,Connor|m23c-26eec04a8ca445538003a724b8db3363|C2|remote-gpt-5-6-luna-openai,codificador_2,1_cega,U3,fd7b17e886b6c735ed045d6a0fc879a376bb49380e16463d83cb4d46590ca8c3,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
Connor|m23c-26eec04a8ca445538003a724b8db3363|C2|remote-gpt-5-6-luna-openai|R2,Connor|m23c-26eec04a8ca445538003a724b8db3363|C2|remote-gpt-5-6-luna-openai,codificador_2,2_nao_cega,U3,fd7b17e886b6c735ed045d6a0fc879a376bb49380e16463d83cb4d46590ca8c3,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
Connor|m23c-26eec04a8ca445538003a724b8db3363|C2|remote-gpt-oss-20b-groq|R1,Connor|m23c-26eec04a8ca445538003a724b8db3363|C2|remote-gpt-oss-20b-groq,codificador_1,1_cega,U1,7ab58912742bc63b4a61da095e66673d9d22cec708f0f1cde6be0addd942ebb6,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
Connor|m23c-26eec04a8ca445538003a724b8db3363|C2|remote-gpt-oss-20b-groq|R1,Connor|m23c-26eec04a8ca445538003a724b8db3363|C2|remote-gpt-oss-20b-groq,codificador_1,2_nao_cega,U1,7ab58912742bc63b4a61da095e66673d9d22cec708f0f1cde6be0addd942ebb6,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
Connor|m23c-26eec04a8ca445538003a724b8db3363|C2|remote-gpt-oss-20b-groq|R1,Connor|m23c-26eec04a8ca445538003a724b8db3363|C2|remote-gpt-oss-20b-groq,codificador_2,1_cega,U1,7ab58912742bc63b4a61da095e66673d9d22cec708f0f1cde6be0addd942ebb6,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
Connor|m23c-26eec04a8ca445538003a724b8db3363|C2|remote-gpt-oss-20b-groq|R1,Connor|m23c-26eec04a8ca445538003a724b8db3363|C2|remote-gpt-oss-20b-groq,codificador_2,2_nao_cega,U1,7ab58912742bc63b4a61da095e66673d9d22cec708f0f1cde6be0addd942ebb6,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
Connor|m23c-26eec04a8ca445538003a724b8db3363|C2|remote-qwen3-8b-alibaba|R1,Connor|m23c-26eec04a8ca445538003a724b8db3363|C2|remote-qwen3-8b-alibaba,codificador_1,1_cega,U1,316b52d377cc5a12719cf0a41ef61b267b8216d492e68510992b2ad99e7b2ff8,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
Connor|m23c-26eec04a8ca445538003a724b8db3363|C2|remote-qwen3-8b-alibaba|R1,Connor|m23c-26eec04a8ca445538003a724b8db3363|C2|remote-qwen3-8b-alibaba,codificador_1,2_nao_cega,U1,316b52d377cc5a12719cf0a41ef61b267b8216d492e68510992b2ad99e7b2ff8,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
Connor|m23c-26eec04a8ca445538003a724b8db3363|C2|remote-qwen3-8b-alibaba|R1,Connor|m23c-26eec04a8ca445538003a724b8db3363|C2|remote-qwen3-8b-alibaba,codificador_2,1_cega,U1,316b52d377cc5a12719cf0a41ef61b267b8216d492e68510992b2ad99e7b2ff8,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
Connor|m23c-26eec04a8ca445538003a724b8db3363|C2|remote-qwen3-8b-alibaba|R1,Connor|m23c-26eec04a8ca445538003a724b8db3363|C2|remote-qwen3-8b-alibaba,codificador_2,2_nao_cega,U1,316b52d377cc5a12719cf0a41ef61b267b8216d492e68510992b2ad99e7b2ff8,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
Connor|m23c-4ac055924e3b42a3aab6ae05465c4cc0|C2|local-qwen3-8b|R1,Connor|m23c-4ac055924e3b42a3aab6ae05465c4cc0|C2|local-qwen3-8b,codificador_1,1_cega,U1,367e5cc59c3347764deacc874562ce443b7aecac18afa313d7df3a41582cd682,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
Connor|m23c-4ac055924e3b42a3aab6ae05465c4cc0|C2|local-qwen3-8b|R1,Connor|m23c-4ac055924e3b42a3aab6ae05465c4cc0|C2|local-qwen3-8b,codificador_1,2_nao_cega,U1,367e5cc59c3347764deacc874562ce443b7aecac18afa313d7df3a41582cd682,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
Connor|m23c-4ac055924e3b42a3aab6ae05465c4cc0|C2|local-qwen3-8b|R1,Connor|m23c-4ac055924e3b42a3aab6ae05465c4cc0|C2|local-qwen3-8b,codificador_2,1_cega,U1,367e5cc59c3347764deacc874562ce443b7aecac18afa313d7df3a41582cd682,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
Connor|m23c-4ac055924e3b42a3aab6ae05465c4cc0|C2|local-qwen3-8b|R1,Connor|m23c-4ac055924e3b42a3aab6ae05465c4cc0|C2|local-qwen3-8b,codificador_2,2_nao_cega,U1,367e5cc59c3347764deacc874562ce443b7aecac18afa313d7df3a41582cd682,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
Connor|m23c-4ac055924e3b42a3aab6ae05465c4cc0|C2|remote-qwen3-8b-alibaba|R1,Connor|m23c-4ac055924e3b42a3aab6ae05465c4cc0|C2|remote-qwen3-8b-alibaba,codificador_1,1_cega,U1,65c2b4013d84664badbea1e0883bec168f51c1602cf1f103b25580c1cca81b33,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
Connor|m23c-4ac055924e3b42a3aab6ae05465c4cc0|C2|remote-qwen3-8b-alibaba|R1,Connor|m23c-4ac055924e3b42a3aab6ae05465c4cc0|C2|remote-qwen3-8b-alibaba,codificador_1,2_nao_cega,U1,65c2b4013d84664badbea1e0883bec168f51c1602cf1f103b25580c1cca81b33,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
Connor|m23c-4ac055924e3b42a3aab6ae05465c4cc0|C2|remote-qwen3-8b-alibaba|R1,Connor|m23c-4ac055924e3b42a3aab6ae05465c4cc0|C2|remote-qwen3-8b-alibaba,codificador_2,1_cega,U1,65c2b4013d84664badbea1e0883bec168f51c1602cf1f103b25580c1cca81b33,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
Connor|m23c-4ac055924e3b42a3aab6ae05465c4cc0|C2|remote-qwen3-8b-alibaba|R1,Connor|m23c-4ac055924e3b42a3aab6ae05465c4cc0|C2|remote-qwen3-8b-alibaba,codificador_2,2_nao_cega,U1,65c2b4013d84664badbea1e0883bec168f51c1602cf1f103b25580c1cca81b33,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
Connor|m23c-5f18774093484ea191932dd024a46243|C2|remote-gpt-5-6-luna-openai|R1,Connor|m23c-5f18774093484ea191932dd024a46243|C2|remote-gpt-5-6-luna-openai,codificador_1,1_cega,U1,e20c459907458d9d3a5d7c1220c40b737c6a89a6fc196bb2b537a3dcd2bf13fc,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
Connor|m23c-5f18774093484ea191932dd024a46243|C2|remote-gpt-5-6-luna-openai|R1,Connor|m23c-5f18774093484ea191932dd024a46243|C2|remote-gpt-5-6-luna-openai,codificador_1,2_nao_cega,U1,e20c459907458d9d3a5d7c1220c40b737c6a89a6fc196bb2b537a3dcd2bf13fc,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
Connor|m23c-5f18774093484ea191932dd024a46243|C2|remote-gpt-5-6-luna-openai|R1,Connor|m23c-5f18774093484ea191932dd024a46243|C2|remote-gpt-5-6-luna-openai,codificador_2,1_cega,U1,e20c459907458d9d3a5d7c1220c40b737c6a89a6fc196bb2b537a3dcd2bf13fc,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
Connor|m23c-5f18774093484ea191932dd024a46243|C2|remote-gpt-5-6-luna-openai|R1,Connor|m23c-5f18774093484ea191932dd024a46243|C2|remote-gpt-5-6-luna-openai,codificador_2,2_nao_cega,U1,e20c459907458d9d3a5d7c1220c40b737c6a89a6fc196bb2b537a3dcd2bf13fc,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
Connor|m23c-5f18774093484ea191932dd024a46243|C2|remote-gpt-oss-20b-groq|R1,Connor|m23c-5f18774093484ea191932dd024a46243|C2|remote-gpt-oss-20b-groq,codificador_1,1_cega,U1,23f3c0fc34a0f4bf76aeb6d12ca9eb131aef1a315de80a3bf412f2f1fd23678b,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
Connor|m23c-5f18774093484ea191932dd024a46243|C2|remote-gpt-oss-20b-groq|R1,Connor|m23c-5f18774093484ea191932dd024a46243|C2|remote-gpt-oss-20b-groq,codificador_1,2_nao_cega,U1,23f3c0fc34a0f4bf76aeb6d12ca9eb131aef1a315de80a3bf412f2f1fd23678b,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
Connor|m23c-5f18774093484ea191932dd024a46243|C2|remote-gpt-oss-20b-groq|R1,Connor|m23c-5f18774093484ea191932dd024a46243|C2|remote-gpt-oss-20b-groq,codificador_2,1_cega,U1,23f3c0fc34a0f4bf76aeb6d12ca9eb131aef1a315de80a3bf412f2f1fd23678b,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
Connor|m23c-5f18774093484ea191932dd024a46243|C2|remote-gpt-oss-20b-groq|R1,Connor|m23c-5f18774093484ea191932dd024a46243|C2|remote-gpt-oss-20b-groq,codificador_2,2_nao_cega,U1,23f3c0fc34a0f4bf76aeb6d12ca9eb131aef1a315de80a3bf412f2f1fd23678b,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
Connor|m23c-87f8c5271423474788048f59ecf2852c|C2|local-qwen3-8b|R1,Connor|m23c-87f8c5271423474788048f59ecf2852c|C2|local-qwen3-8b,codificador_1,1_cega,U1,b749a53348de6622ecf1355cfabfb3b8b868c3e8cde33a7219c81c573286c723,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
Connor|m23c-87f8c5271423474788048f59ecf2852c|C2|local-qwen3-8b|R1,Connor|m23c-87f8c5271423474788048f59ecf2852c|C2|local-qwen3-8b,codificador_1,2_nao_cega,U1,b749a53348de6622ecf1355cfabfb3b8b868c3e8cde33a7219c81c573286c723,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
Connor|m23c-87f8c5271423474788048f59ecf2852c|C2|local-qwen3-8b|R1,Connor|m23c-87f8c5271423474788048f59ecf2852c|C2|local-qwen3-8b,codificador_2,1_cega,U1,b749a53348de6622ecf1355cfabfb3b8b868c3e8cde33a7219c81c573286c723,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
Connor|m23c-87f8c5271423474788048f59ecf2852c|C2|local-qwen3-8b|R1,Connor|m23c-87f8c5271423474788048f59ecf2852c|C2|local-qwen3-8b,codificador_2,2_nao_cega,U1,b749a53348de6622ecf1355cfabfb3b8b868c3e8cde33a7219c81c573286c723,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
Connor|m23c-87f8c5271423474788048f59ecf2852c|C2|remote-gpt-oss-20b-groq|R1,Connor|m23c-87f8c5271423474788048f59ecf2852c|C2|remote-gpt-oss-20b-groq,codificador_1,1_cega,U1,937a81b5b2dd612d15fd5d87393d17947315c017190360241470d9eba2b8062d,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
Connor|m23c-87f8c5271423474788048f59ecf2852c|C2|remote-gpt-oss-20b-groq|R1,Connor|m23c-87f8c5271423474788048f59ecf2852c|C2|remote-gpt-oss-20b-groq,codificador_1,2_nao_cega,U1,937a81b5b2dd612d15fd5d87393d17947315c017190360241470d9eba2b8062d,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
Connor|m23c-87f8c5271423474788048f59ecf2852c|C2|remote-gpt-oss-20b-groq|R1,Connor|m23c-87f8c5271423474788048f59ecf2852c|C2|remote-gpt-oss-20b-groq,codificador_2,1_cega,U1,937a81b5b2dd612d15fd5d87393d17947315c017190360241470d9eba2b8062d,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
Connor|m23c-87f8c5271423474788048f59ecf2852c|C2|remote-gpt-oss-20b-groq|R1,Connor|m23c-87f8c5271423474788048f59ecf2852c|C2|remote-gpt-oss-20b-groq,codificador_2,2_nao_cega,U1,937a81b5b2dd612d15fd5d87393d17947315c017190360241470d9eba2b8062d,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
Connor|m23c-87f8c5271423474788048f59ecf2852c|C2|remote-qwen3-8b-alibaba|R1,Connor|m23c-87f8c5271423474788048f59ecf2852c|C2|remote-qwen3-8b-alibaba,codificador_1,1_cega,U1,211f043703894e38e5a176c6d21209f906651e4fac588bb5abb564684d720229,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
Connor|m23c-87f8c5271423474788048f59ecf2852c|C2|remote-qwen3-8b-alibaba|R1,Connor|m23c-87f8c5271423474788048f59ecf2852c|C2|remote-qwen3-8b-alibaba,codificador_1,2_nao_cega,U1,211f043703894e38e5a176c6d21209f906651e4fac588bb5abb564684d720229,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
Connor|m23c-87f8c5271423474788048f59ecf2852c|C2|remote-qwen3-8b-alibaba|R1,Connor|m23c-87f8c5271423474788048f59ecf2852c|C2|remote-qwen3-8b-alibaba,codificador_2,1_cega,U1,211f043703894e38e5a176c6d21209f906651e4fac588bb5abb564684d720229,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
Connor|m23c-87f8c5271423474788048f59ecf2852c|C2|remote-qwen3-8b-alibaba|R1,Connor|m23c-87f8c5271423474788048f59ecf2852c|C2|remote-qwen3-8b-alibaba,codificador_2,2_nao_cega,U1,211f043703894e38e5a176c6d21209f906651e4fac588bb5abb564684d720229,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
Connor|m23c-970b1cfa8d7d408caf72e16c95041a78|C2|local-qwen3-8b|R1,Connor|m23c-970b1cfa8d7d408caf72e16c95041a78|C2|local-qwen3-8b,codificador_1,1_cega,U1,4dd53a5010f65948652578c18d217cda2f252891c3bac6185d2637e8db884780,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
Connor|m23c-970b1cfa8d7d408caf72e16c95041a78|C2|local-qwen3-8b|R1,Connor|m23c-970b1cfa8d7d408caf72e16c95041a78|C2|local-qwen3-8b,codificador_1,2_nao_cega,U1,4dd53a5010f65948652578c18d217cda2f252891c3bac6185d2637e8db884780,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
Connor|m23c-970b1cfa8d7d408caf72e16c95041a78|C2|local-qwen3-8b|R1,Connor|m23c-970b1cfa8d7d408caf72e16c95041a78|C2|local-qwen3-8b,codificador_2,1_cega,U1,4dd53a5010f65948652578c18d217cda2f252891c3bac6185d2637e8db884780,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
Connor|m23c-970b1cfa8d7d408caf72e16c95041a78|C2|local-qwen3-8b|R1,Connor|m23c-970b1cfa8d7d408caf72e16c95041a78|C2|local-qwen3-8b,codificador_2,2_nao_cega,U1,4dd53a5010f65948652578c18d217cda2f252891c3bac6185d2637e8db884780,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
Connor|m23c-970b1cfa8d7d408caf72e16c95041a78|C2|remote-gpt-oss-20b-groq|R1,Connor|m23c-970b1cfa8d7d408caf72e16c95041a78|C2|remote-gpt-oss-20b-groq,codificador_1,1_cega,U1,36c1dcc17600fbd1b76c81597fe4156b738c72a4295ba9ea3e85f6f6fbf40ab8,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
Connor|m23c-970b1cfa8d7d408caf72e16c95041a78|C2|remote-gpt-oss-20b-groq|R1,Connor|m23c-970b1cfa8d7d408caf72e16c95041a78|C2|remote-gpt-oss-20b-groq,codificador_1,2_nao_cega,U1,36c1dcc17600fbd1b76c81597fe4156b738c72a4295ba9ea3e85f6f6fbf40ab8,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
Connor|m23c-970b1cfa8d7d408caf72e16c95041a78|C2|remote-gpt-oss-20b-groq|R1,Connor|m23c-970b1cfa8d7d408caf72e16c95041a78|C2|remote-gpt-oss-20b-groq,codificador_2,1_cega,U1,36c1dcc17600fbd1b76c81597fe4156b738c72a4295ba9ea3e85f6f6fbf40ab8,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
Connor|m23c-970b1cfa8d7d408caf72e16c95041a78|C2|remote-gpt-oss-20b-groq|R1,Connor|m23c-970b1cfa8d7d408caf72e16c95041a78|C2|remote-gpt-oss-20b-groq,codificador_2,2_nao_cega,U1,36c1dcc17600fbd1b76c81597fe4156b738c72a4295ba9ea3e85f6f6fbf40ab8,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
Connor|m23c-970b1cfa8d7d408caf72e16c95041a78|C2|remote-gpt-oss-20b-groq|R2,Connor|m23c-970b1cfa8d7d408caf72e16c95041a78|C2|remote-gpt-oss-20b-groq,codificador_1,1_cega,U3,76af0be7bd6327cfa7dccb38b55126af41d4c5e9ed696bf5442d000b89082973,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
Connor|m23c-970b1cfa8d7d408caf72e16c95041a78|C2|remote-gpt-oss-20b-groq|R2,Connor|m23c-970b1cfa8d7d408caf72e16c95041a78|C2|remote-gpt-oss-20b-groq,codificador_1,2_nao_cega,U3,76af0be7bd6327cfa7dccb38b55126af41d4c5e9ed696bf5442d000b89082973,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
Connor|m23c-970b1cfa8d7d408caf72e16c95041a78|C2|remote-gpt-oss-20b-groq|R2,Connor|m23c-970b1cfa8d7d408caf72e16c95041a78|C2|remote-gpt-oss-20b-groq,codificador_2,1_cega,U3,76af0be7bd6327cfa7dccb38b55126af41d4c5e9ed696bf5442d000b89082973,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
Connor|m23c-970b1cfa8d7d408caf72e16c95041a78|C2|remote-gpt-oss-20b-groq|R2,Connor|m23c-970b1cfa8d7d408caf72e16c95041a78|C2|remote-gpt-oss-20b-groq,codificador_2,2_nao_cega,U3,76af0be7bd6327cfa7dccb38b55126af41d4c5e9ed696bf5442d000b89082973,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
Connor|m23c-970b1cfa8d7d408caf72e16c95041a78|C2|remote-qwen3-8b-alibaba|R1,Connor|m23c-970b1cfa8d7d408caf72e16c95041a78|C2|remote-qwen3-8b-alibaba,codificador_1,1_cega,U1,5a0fda4a9a1cc226e77d6c2e3a931b3bfb83a125b716792b8a277b27eb8d64ad,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
Connor|m23c-970b1cfa8d7d408caf72e16c95041a78|C2|remote-qwen3-8b-alibaba|R1,Connor|m23c-970b1cfa8d7d408caf72e16c95041a78|C2|remote-qwen3-8b-alibaba,codificador_1,2_nao_cega,U1,5a0fda4a9a1cc226e77d6c2e3a931b3bfb83a125b716792b8a277b27eb8d64ad,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
Connor|m23c-970b1cfa8d7d408caf72e16c95041a78|C2|remote-qwen3-8b-alibaba|R1,Connor|m23c-970b1cfa8d7d408caf72e16c95041a78|C2|remote-qwen3-8b-alibaba,codificador_2,1_cega,U1,5a0fda4a9a1cc226e77d6c2e3a931b3bfb83a125b716792b8a277b27eb8d64ad,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
Connor|m23c-970b1cfa8d7d408caf72e16c95041a78|C2|remote-qwen3-8b-alibaba|R1,Connor|m23c-970b1cfa8d7d408caf72e16c95041a78|C2|remote-qwen3-8b-alibaba,codificador_2,2_nao_cega,U1,5a0fda4a9a1cc226e77d6c2e3a931b3bfb83a125b716792b8a277b27eb8d64ad,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
Connor|m23c-98f1628b81ce40e788d08aef931042d2|C2|local-qwen3-8b|R1,Connor|m23c-98f1628b81ce40e788d08aef931042d2|C2|local-qwen3-8b,codificador_1,1_cega,U1,3ff837547cba545bdab9d776aaa7022f1419823ef0c965f5626186bf93b2b6d1,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
Connor|m23c-98f1628b81ce40e788d08aef931042d2|C2|local-qwen3-8b|R1,Connor|m23c-98f1628b81ce40e788d08aef931042d2|C2|local-qwen3-8b,codificador_1,2_nao_cega,U1,3ff837547cba545bdab9d776aaa7022f1419823ef0c965f5626186bf93b2b6d1,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
Connor|m23c-98f1628b81ce40e788d08aef931042d2|C2|local-qwen3-8b|R1,Connor|m23c-98f1628b81ce40e788d08aef931042d2|C2|local-qwen3-8b,codificador_2,1_cega,U1,3ff837547cba545bdab9d776aaa7022f1419823ef0c965f5626186bf93b2b6d1,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
Connor|m23c-98f1628b81ce40e788d08aef931042d2|C2|local-qwen3-8b|R1,Connor|m23c-98f1628b81ce40e788d08aef931042d2|C2|local-qwen3-8b,codificador_2,2_nao_cega,U1,3ff837547cba545bdab9d776aaa7022f1419823ef0c965f5626186bf93b2b6d1,pendente_codificacao_humana,NA,NA,NA,NA,NA,NA
